flight_id,service_id,service_stock,flight_service_observationspurchase_id,ticket_id,boarding_time,arrived_time
270,1,2019-06-21 18:44:14,2019-06-22 01:44:14
252,2,2021-12-18 08:58:23,2021-12-18 12:58:23
697,3,2018-01-06 15:05:49,2018-01-06 19:05:49
746,4,2020-10-14 10:44:13,2020-10-14 17:44:13
702,5,2021-01-06 05:06:28,2021-01-06 09:06:28
851,6,2019-03-24 08:30:19,2019-03-24 18:30:19
820,7,2021-08-03 16:57:39,2021-08-03 21:57:39
56,8,2018-03-21 11:20:15,2018-03-21 17:20:15
530,9,2018-04-09 08:40:23,2018-04-09 12:40:23
189,10,2018-04-21 03:53:30,2018-04-21 15:53:30
650,11,2019-02-25 11:54:45,2019-02-25 22:54:45
597,12,2020-09-21 09:10:41,2020-09-21 16:10:41
126,13,2021-06-20 09:49:37,2021-06-20 16:49:37
110,14,2020-12-27 17:50:46,2020-12-28 00:50:46
514,15,2018-11-02 23:19:17,2018-11-03 08:19:17
613,16,2018-03-15 13:38:01,2018-03-15 20:38:01
655,17,2019-05-19 21:43:11,2019-05-20 08:43:11
617,18,2020-02-14 12:56:59,2020-02-14 16:56:59
696,19,2018-07-27 07:35:54,2018-07-27 13:35:54
998,20,2019-10-16 19:51:58,2019-10-17 00:51:58
414,21,2019-03-22 08:30:16,2019-03-22 16:30:16
108,22,2019-09-22 17:59:28,2019-09-23 01:59:28
315,23,2020-01-03 23:56:14,2020-01-04 04:56:14
798,24,2020-08-25 10:59:37,2020-08-25 18:59:37
531,25,2021-01-30 23:04:00,2021-01-31 08:04:00
299,26,2021-12-02 04:54:37,2021-12-02 08:54:37
451,27,2018-11-14 13:27:11,2018-11-15 01:27:11
563,28,2021-03-26 21:15:05,2021-03-27 01:15:05
16,29,2018-04-20 09:25:42,2018-04-20 13:25:42
863,30,2021-06-20 11:32:25,2021-06-20 22:32:25
776,31,2019-07-27 09:22:05,2019-07-27 20:22:05
643,32,2021-02-10 21:47:27,2021-02-11 05:47:27
784,33,2018-03-06 18:52:07,2018-03-07 04:52:07
587,34,2021-10-01 07:45:07,2021-10-01 17:45:07
622,35,2020-10-23 22:57:15,2020-10-24 07:57:15
690,36,2019-12-03 21:40:58,2019-12-04 08:40:58
908,37,2019-02-26 17:33:16,2019-02-27 00:33:16
484,38,2018-08-24 00:53:31,2018-08-24 07:53:31
469,39,2020-09-08 05:46:29,2020-09-08 15:46:29
232,40,2019-02-04 23:19:07,2019-02-05 10:19:07
213,41,2018-03-22 07:03:27,2018-03-22 16:03:27
807,42,2018-06-09 13:42:05,2018-06-09 18:42:05
800,43,2021-05-05 17:41:42,2021-05-06 05:41:42
493,44,2018-09-12 13:43:37,2018-09-12 18:43:37
936,45,2020-04-15 14:52:48,2020-04-15 18:52:48
946,46,2021-12-20 20:56:14,2021-12-21 00:56:14
831,47,2021-02-07 13:51:31,2021-02-07 22:51:31
981,48,2019-01-07 01:12:45,2019-01-07 08:12:45
898,49,2018-03-06 07:17:36,2018-03-06 18:17:36
569,50,2021-09-01 21:46:33,2021-09-02 08:46:33
873,51,2019-09-10 14:29:37,2019-09-11 02:29:37
948,52,2021-03-31 17:04:29,2021-04-01 02:04:29
89,53,2021-08-27 11:34:07,2021-08-27 22:34:07
91,54,2018-07-25 08:55:09,2018-07-25 18:55:09
114,55,2021-10-11 11:07:06,2021-10-11 22:07:06
901,56,2021-09-13 16:59:45,2021-09-14 02:59:45
456,57,2021-06-17 10:51:57,2021-06-17 15:51:57
943,58,2018-02-14 05:07:22,2018-02-14 11:07:22
584,59,2019-01-09 05:26:45,2019-01-09 10:26:45
435,60,2020-09-18 20:18:59,2020-09-19 04:18:59
966,61,2019-03-20 03:45:22,2019-03-20 12:45:22
764,62,2021-02-07 18:09:25,2021-02-08 05:09:25
665,63,2020-11-05 09:16:40,2020-11-05 16:16:40
184,64,2020-04-26 13:38:46,2020-04-26 23:38:46
774,65,2019-09-11 23:34:14,2019-09-12 06:34:14
941,66,2020-10-08 15:53:06,2020-10-09 03:53:06
95,67,2018-11-04 17:32:29,2018-11-05 03:32:29
558,68,2021-05-16 05:11:28,2021-05-16 13:11:28
624,69,2018-05-13 01:08:38,2018-05-13 12:08:38
430,70,2018-07-10 21:46:57,2018-07-11 06:46:57
381,71,2019-11-18 18:20:04,2019-11-19 04:20:04
19,72,2020-09-21 14:10:26,2020-09-22 01:10:26
787,73,2019-06-26 19:47:06,2019-06-27 07:47:06
917,74,2018-01-22 14:43:38,2018-01-23 01:43:38
647,75,2018-07-22 11:07:03,2018-07-22 21:07:03
421,76,2019-10-26 17:08:00,2019-10-27 04:08:00
954,77,2020-07-04 02:27:17,2020-07-04 12:27:17
807,78,2018-02-11 04:49:11,2018-02-11 12:49:11
516,79,2020-11-18 10:52:28,2020-11-18 19:52:28
442,80,2021-05-15 11:30:20,2021-05-15 18:30:20
886,81,2020-05-01 17:29:09,2020-05-02 04:29:09
581,82,2018-04-01 02:17:52,2018-04-01 06:17:52
847,83,2020-07-02 01:22:30,2020-07-02 11:22:30
374,84,2021-06-21 17:23:37,2021-06-21 23:23:37
729,85,2020-01-15 10:01:31,2020-01-15 14:01:31
439,86,2020-08-20 19:27:37,2020-08-21 07:27:37
566,87,2019-07-25 03:41:38,2019-07-25 10:41:38
24,88,2019-07-27 18:13:18,2019-07-28 00:13:18
689,89,2021-10-21 16:17:34,2021-10-22 01:17:34
246,90,2021-07-02 15:34:01,2021-07-02 19:34:01
406,91,2018-09-17 05:02:44,2018-09-17 10:02:44
646,92,2021-03-25 15:29:35,2021-03-26 01:29:35
490,93,2019-06-30 01:08:47,2019-06-30 13:08:47
673,94,2020-03-30 08:30:09,2020-03-30 20:30:09
268,95,2021-09-26 17:27:36,2021-09-26 22:27:36
393,96,2021-06-09 17:00:48,2021-06-10 00:00:48
507,97,2018-11-07 22:19:00,2018-11-08 10:19:00
374,98,2018-09-27 13:55:38,2018-09-27 19:55:38
931,99,2018-09-13 13:37:31,2018-09-14 00:37:31
860,100,2018-12-06 13:42:27,2018-12-07 01:42:27
757,101,2021-08-12 07:08:15,2021-08-12 15:08:15
935,102,2019-12-06 06:06:24,2019-12-06 18:06:24
833,103,2018-09-30 09:11:05,2018-09-30 16:11:05
757,104,2019-03-25 23:41:57,2019-03-26 08:41:57
638,105,2019-10-05 03:05:44,2019-10-05 14:05:44
30,106,2018-03-04 19:17:50,2018-03-05 01:17:50
263,107,2020-03-29 03:06:34,2020-03-29 14:06:34
91,108,2019-04-07 14:18:24,2019-04-07 20:18:24
710,109,2018-12-31 16:25:04,2019-01-01 02:25:04
215,110,2021-07-23 17:13:55,2021-07-24 00:13:55
755,111,2018-01-04 02:56:54,2018-01-04 13:56:54
905,112,2021-01-19 07:57:53,2021-01-19 14:57:53
156,113,2020-06-04 20:07:16,2020-06-05 02:07:16
468,114,2021-05-05 12:16:37,2021-05-05 17:16:37
968,115,2021-04-18 09:40:56,2021-04-18 17:40:56
98,116,2021-10-21 14:34:41,2021-10-21 23:34:41
95,117,2020-10-25 20:53:57,2020-10-26 05:53:57
666,118,2019-08-16 08:13:03,2019-08-16 16:13:03
506,119,2020-02-04 15:49:04,2020-02-05 02:49:04
127,120,2021-02-11 21:19:42,2021-02-12 08:19:42
213,121,2019-11-06 21:23:42,2019-11-07 06:23:42
977,122,2018-03-21 10:53:22,2018-03-21 22:53:22
525,123,2018-01-29 16:19:59,2018-01-30 00:19:59
775,124,2020-03-30 07:17:50,2020-03-30 17:17:50
476,125,2019-02-20 12:02:35,2019-02-20 23:02:35
413,126,2020-11-29 12:34:13,2020-11-29 16:34:13
500,127,2020-08-08 07:12:55,2020-08-08 19:12:55
820,128,2018-09-15 01:02:05,2018-09-15 07:02:05
857,129,2020-01-07 17:19:55,2020-01-08 01:19:55
366,130,2018-03-31 06:10:22,2018-03-31 13:10:22
510,131,2018-05-03 07:39:11,2018-05-03 15:39:11
384,132,2019-09-12 03:56:39,2019-09-12 15:56:39
244,133,2021-08-20 07:58:21,2021-08-20 13:58:21
504,134,2020-06-22 12:57:38,2020-06-22 23:57:38
10,135,2019-09-06 21:55:55,2019-09-07 02:55:55
378,136,2020-10-30 15:08:45,2020-10-30 19:08:45
546,137,2019-10-27 18:23:16,2019-10-27 22:23:16
936,138,2020-03-13 20:02:48,2020-03-14 06:02:48
763,139,2018-05-27 19:54:54,2018-05-28 05:54:54
444,140,2020-01-06 02:16:09,2020-01-06 08:16:09
383,141,2020-11-22 02:08:46,2020-11-22 08:08:46
934,142,2021-09-05 12:14:59,2021-09-05 16:14:59
552,143,2018-06-14 22:39:13,2018-06-15 07:39:13
253,144,2020-01-04 16:02:44,2020-01-04 23:02:44
523,145,2021-09-23 22:17:12,2021-09-24 09:17:12
70,146,2020-08-08 15:31:53,2020-08-09 01:31:53
865,147,2020-09-28 10:23:42,2020-09-28 22:23:42
620,148,2018-03-14 05:03:58,2018-03-14 14:03:58
345,149,2019-01-14 11:18:27,2019-01-14 17:18:27
361,150,2020-12-31 23:52:25,2021-01-01 06:52:25
696,151,2020-03-11 18:54:39,2020-03-12 01:54:39
76,152,2019-04-01 02:23:23,2019-04-01 14:23:23
885,153,2019-08-02 13:04:31,2019-08-02 18:04:31
393,154,2018-06-11 02:00:50,2018-06-11 14:00:50
740,155,2020-08-31 10:57:35,2020-08-31 16:57:35
868,156,2020-09-15 08:24:00,2020-09-15 14:24:00
339,157,2018-03-04 20:43:44,2018-03-05 00:43:44
209,158,2020-08-26 19:00:27,2020-08-26 23:00:27
309,159,2021-01-29 18:01:19,2021-01-29 22:01:19
372,160,2021-02-23 08:44:52,2021-02-23 17:44:52
83,161,2018-09-23 05:00:41,2018-09-23 17:00:41
903,162,2019-12-06 15:24:31,2019-12-07 03:24:31
412,163,2021-08-20 06:05:53,2021-08-20 18:05:53
4,164,2020-03-08 09:19:39,2020-03-08 16:19:39
929,165,2019-10-11 09:13:44,2019-10-11 21:13:44
667,166,2018-03-19 22:42:30,2018-03-20 07:42:30
422,167,2021-12-24 12:06:42,2021-12-25 00:06:42
592,168,2021-07-06 11:30:54,2021-07-06 18:30:54
585,169,2021-09-04 19:42:32,2021-09-05 03:42:32
160,170,2021-08-26 20:52:06,2021-08-27 00:52:06
22,171,2019-11-13 16:39:29,2019-11-13 20:39:29
328,172,2018-05-20 03:26:14,2018-05-20 15:26:14
56,173,2020-04-03 15:29:56,2020-04-03 19:29:56
160,174,2018-08-04 19:31:17,2018-08-05 02:31:17
978,175,2021-01-18 05:20:12,2021-01-18 14:20:12
316,176,2021-06-24 02:55:08,2021-06-24 08:55:08
366,177,2019-08-11 04:48:21,2019-08-11 14:48:21
66,178,2021-08-14 05:43:50,2021-08-14 12:43:50
848,179,2021-11-18 15:24:06,2021-11-18 22:24:06
